Community,Feature_1,Feature_2,Feature_3,Feature_4
1928,34,10,0.02,0.45
1929,29,10,0.02,0.46
1930,29,10,0.01,0.31
1931,34,10,0.01,0.57
1932,34,10,0.03,0.33
1933,34,10,0.0,0.65
1934,42,10,0.01,0.45
1935,29,10,0.0,0.33
1936,19,10,0.01,0.29
1937,34,10,0.04,0.16
1938,33,10,0.0,0.3
1939,35,10,0.03,0.43
1940,36,10,0.02,0.55
1941,54,10,0.08,0.23
1942,6,10,0.07,0.5
1943,47,10,0.01,0.53
1944,4,10,0.01,0.28
1945,6,10,0.06,0.42
1946,13,10,0.01,0.47
1947,6,10,0.11,0.68
1948,41,10,0.01,0.29
1949,34,10,0.0,0.59
1950,18,10,0.26,0.35
1951,25,10,0.0,0.52
1952,6,10,0.16,0.56
1953,6,10,0.07,0.56
1954,39,10,0.01,0.41
1955,6,10,1.0,0.48
1956,34,10,0.02,0.66
1957,37,10,0.03,0.37
1958,5,10,0.27,0.32
1959,5,10,0.03,0.59
1960,45,10,0.02,0.8
1961,38,10,0.01,0.39
1962,39,10,0.07,0.4
1963,6,10,0.08,0.66
1964,36,10,0.03,0.32
1965,36,10,0.09,0.45
1966,18,10,1.0,0.36
1967,6,10,0.09,0.41
1968,25,10,0.01,0.66
1969,34,10,0.0,0.24
1970,6,10,1.0,0.29
1971,45,10,0.0,0.37
1972,1,10,0.06,0.39
1973,6,10,0.08,0.49
1974,39,10,0.0,0.38
1975,37,10,0.0,0.41
1976,53,10,0.05,0.27
1977,25,10,0.06,0.29
1978,47,10,0.01,0.35
1979,9,10,0.01,0.54
1980,34,10,0.02,0.43
1981,25,10,0.06,0.43
1982,9,10,0.07,0.38
1983,42,10,0.0,0.47
1984,13,10,0.01,0.45
1985,39,10,0.01,0.43
1986,1,10,0.01,0.41
1987,9,10,0.05,0.52
1988,44,10,0.01,0.65
1989,28,10,0.02,0.41
1990,12,10,0.01,0.4
1991,6,10,0.05,0.96
1992,9,10,0.16,0.37
1993,25,10,0.08,0.51
1994,6,10,0.2,0.78
