 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,466,1,1,59,137,59,59,59,0,137,137,137,0,420600.8584,4291.845494,466,0,466,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2145.922747,2145.922747,59,137,85,45.033321,2028,0,0,0,0,0,0,0,0,1,127.5,59,137,32,0,0,0,0,0,0,1,59,1,137,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
80,18564596,11,7,1492,11632,373,0,135.6363636,188.1878172,5792,0,1661.714286,2124.411582,706.9370106,0.969587488,1092035.059,3231690.657,12700000,4,13600000,1356166.1,3999688.212,12700000,4,18600000,3094090.833,5106482.893,12700000,14,0,0,0,0,360,232,0.592525687,0.377061801,0,5792,690.7368421,1451.035907,2105505.205,0,0,0,1,0,0,0,0,0,729.1111111,135.6363636,1661.714286,360,0,0,0,0,0,0,11,1492,7,11632,29200,235,4,32,828181,0,828181,828181,12700000,0,12700000,12700000,DoS GoldenEye
80,115683468,20,16,1317,2388,439,0,65.85,160.8265738,796,0,149.25,320.8778584,32.02704815,0.31119399,3305241.943,4753340.274,10200000,20,116000000,6088603.579,5006434.69,10200000,102,113000000,7534636.867,4614832.703,10200000,668,0,0,0,0,648,520,0.17288555,0.13830844,0,796,100.1351351,241.9831447,58555.84234,0,0,0,1,0,0,0,0,0,102.9166667,65.85,149.25,648,0,0,0,0,0,0,20,1317,16,2388,29200,290,3,32,79590.90909,185771.5544,639713,23448,10200000,71270.53284,10200000,9980047,BENIGN
80,18605267,13,8,1590,11632,318,0,122.3076923,161.0255594,2896,0,1454,1541.642908,710.6589763,1.128712638,930263.35,2821493.851,11900000,4,13600000,1133809.917,3413484.856,11900000,4,18600000,2657884,4489985.562,11900000,17,0,0,0,0,424,264,0.698726871,0.429985767,0,2896,601,1115.022229,1243274.571,0,0,0,1,0,0,0,0,0,629.6190476,122.3076923,1454,424,0,0,0,0,0,0,13,1590,8,11632,29200,235,5,32,1658356,0,1658356,1658356,11900000,0,11900000,11900000,DoS GoldenEye
80,15476599,7,4,2108,3525,527,0,301.1428571,281.693349,3525,0,881.25,1762.5,363.9688539,0.710750469,1547659.9,3237668.239,9643331,45,10500000,1745372.833,3872738.104,9644219,320,15500000,5158851.333,4409626.634,9643331,828098,0,0,0,0,232,136,0.452295753,0.258454716,0,3525,469.4166667,995.0932764,990210.6288,0,0,0,1,0,0,0,0,0,512.0909091,301.1428571,881.25,232,0,0,0,0,0,0,7,2108,4,3525,29200,235,4,32,828143,0,828143,828143,9643331,0,9643331,9643331,DoS GoldenEye
80,15434771,7,6,344,11632,344,0,49.14285714,130.0197787,4392,0,1938.666667,2190.718847,775.9104427,0.842254155,1286230.917,3218486.263,10400000,15,10400000,1738560,4257827.02,10400000,18,15400000,3086934.8,4641345.237,10400000,15,0,0,0,0,232,200,0.453521468,0.388732687,0,4392,855.4285714,1673.792089,2801579.956,0,0,0,1,0,0,0,0,0,921.2307692,49.14285714,1938.666667,232,0,0,0,0,0,0,7,344,6,11632,29200,235,1,32,681,0,681,681,10400000,0,10400000,10400000,DoS GoldenEye
443,199,3,0,65,0,53,6,21.66666667,27.13546265,0,0,0,0,326633.1658,15075.37688,99.5,72.83199846,151,48,199,99.5,72.83199846,151,48,0,0,0,0,0,0,0,0,0,60,0,15075.37688,0,6,53,17.75,23.5,552.25,0,0,0,0,1,0,0,0,0,23.66666667,21.66666667,0,60,0,0,0,0,0,0,3,65,0,0,63488,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
80,12417288,10,7,1377,11632,459,0,137.7,221.7180642,4344,0,1661.714286,1765.027452,1047.652273,1.369059009,776080.5,2073457.099,7002990,16,7417433,824159.2222,2319042.558,7003717,162,12400000,2069541,3115411.509,7002990,16,0,0,0,0,328,232,0.805328829,0.56373018,0,4344,722.7222222,1311.737546,1720655.389,0,0,0,1,0,0,0,0,0,765.2352941,137.7,1661.714286,328,0,0,0,0,0,0,10,1377,7,11632,29200,235,3,32,412550,0,412550,412550,7002990,0,7002990,7002990,DoS GoldenEye
123,23700,1,1,48,48,48,48,48,0,48,48,48,0,4050.632911,84.38818565,23700,0,23700,23700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,42.19409283,42.19409283,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,58738,1,1,53,117,53,53,53,0,117,117,117,0,2894.208179,34.04950798,58738,0,58738,58738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,17.02475399,17.02475399,53,117,74.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,111.5,53,117,20,0,0,0,0,0,0,1,53,1,117,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53024,4,2,0,12,0,6,6,6,0,0,0,0,0,3000000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,913,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,96804,1,1,45,142,45,45,45,0,142,142,142,0,1931.738358,20.66030329,96804,0,96804,96804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.33015165,10.33015165,45,142,77.33333333,56.00297611,3136.333333,0,0,0,0,0,0,0,0,1,116,45,142,32,0,0,0,0,0,0,1,45,1,142,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,23376,1,1,53,92,53,53,53,0,92,92,92,0,6202.94319,85.5578371,23376,0,23376,23376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,42.77891855,42.77891855,53,92,66,22.5166605,507,0,0,0,0,0,0,0,0,1,99,53,92,32,0,0,0,0,0,0,1,53,1,92,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,200249,1,1,43,176,43,43,43,0,176,176,176,0,1093.63842,9.987565481,200249,0,200249,200249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4.99378274,4.99378274,43,176,87.33333333,76.7875858,5896.333333,0,0,0,0,0,0,0,0,1,131,43,176,32,0,0,0,0,0,0,1,43,1,176,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
443,118075918,6,3,138,138,46,0,23,25.19523765,46,46,46,0,2.33747918,0.076222147,14800000,27300000,59000000,54,118000000,23600000,32300000,59000000,34894,118000000,59000000,12870.75763,59000000,59000000,1,0,0,0,192,96,0.050814765,0.025407382,0,46,32.2,22.22011101,493.7333333,0,1,0,0,1,0,0,0,0,35.77777778,23,46,192,0,0,0,0,0,0,6,138,3,138,2530,147,2,32,35425.5,465.9833688,35755,35096,59000000,12731.4576,59000000,59000000,BENIGN
53,1049,2,2,70,452,35,35,35,0,226,226,226,0,497616.7779,3813.155386,349.6666667,561.0386202,997,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,40,40,1906.577693,1906.577693,35,226,111.4,104.6150085,10944.3,0,0,0,0,0,0,0,0,1,139.25,35,226,40,0,0,0,0,0,0,2,70,2,452,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
443,116923,17,12,625,11170,389,0,36.76470588,97.51828637,1413,0,930.8333333,667.3897367,100878.3558,248.026479,4175.821429,11503.58889,36865,1,116923,7307.6875,14857.3798,37530,1,79018,7183.454545,15361.44498,39210,1,0,0,0,0,556,392,145.3948325,102.6316465,0,1413,393.1666667,611.2351025,373608.3506,0,0,0,1,0,0,0,0,0,406.7241379,36.76470588,930.8333333,556,0,0,0,0,0,0,17,625,12,11170,65535,349,5,32,0,0,0,0,0,0,0,0,BENIGN
53,203,2,2,70,102,35,35,35,0,51,51,51,0,847290.6404,19704.4335,67.66666667,34.06366588,107,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,40,64,9852.216749,9852.216749,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35,51,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
50985,83735648,1,3,0,0,0,0,0,0,0,0,0,0,0,0.04776938,27900000,48300000,83700000,3,0,0,0,0,0,83700000,41900000,59200000,83700000,3,0,0,0,0,32,96,0.011942345,0.035827035,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,32,0,0,0,0,0,0,1,0,3,0,235,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
443,210721,4,1,199,0,187,0,49.75,91.54370541,0,0,0,0,944.3766877,23.72805748,52680.25,66094.60069,145548,48,210721,70240.33333,68626.46359,145596,11332,0,0,0,0,0,0,0,0,0,92,32,18.98244598,4.745611496,0,187,33.16666667,75.41993547,5688.166667,0,0,0,1,0,0,0,0,0,39.8,49.75,0,92,0,0,0,0,0,0,4,199,1,0,8192,29200,3,20,0,0,0,0,0,0,0,0,BENIGN
443,467921,5,8,912,4061,517,0,182.4,233.3565941,1460,0,507.625,667.026223,10627.8624,27.78246755,38993.41667,66486.07537,149020,1,318201,79550.25,80914.12908,149786,234,319186,45598,77695.35876,168466,1,0,0,0,0,112,172,10.68556444,17.09690311,0,1460,355.2142857,540.2009852,291817.1044,0,0,0,1,0,0,0,0,1,382.5384615,182.4,507.625,112,0,0,0,0,0,0,5,912,8,4061,8192,245,4,20,0,0,0,0,0,0,0,0,BENIGN
80,5834040,3,1,12,0,6,0,4,3.464101615,0,0,0,0,2.056893679,0.685631226,1944680,3347127.909,5809585,93,5834040,2917020,4090704.653,5809585,24455,0,0,0,0,0,0,0,0,0,72,32,0.51422342,0.171407807,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3,4,0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0,0,0,0,0,0,0,0,BENIGN
80,115887901,21,20,1313,12474,413,0,62.52380952,142.7391394,3078,0,623.7,994.7117594,118.9684159,0.353790168,2897197.525,4507605.501,10100000,7,116000000,5794395.05,4919570.344,10100000,241,111000000,5820029.737,5060269.693,10100000,192,0,0,0,0,432,544,0.181209598,0.17258057,0,3078,328.2619048,741.5121024,549840.198,0,0,0,1,0,0,0,0,0,336.2682927,62.52380952,623.7,432,0,0,0,0,0,0,21,1313,20,12474,8192,1013,20,20,52527.63636,124352.6766,427465,14977,10000000,23027.98401,10100000,9949590,BENIGN
443,2,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,15500000,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,1,0,0,0,64,0,1000000,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,260,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
443,80713878,32,39,3879,36906,1055,0,121.21875,276.4293918,2820,0,946.3076923,830.4010811,505.3034374,0.879650461,1153055.4,3039903.86,10000000,3,76200000,2458925.226,4222719.535,10100000,149,80600000,2121401.711,3952800.155,10100000,3,0,0,0,0,652,876,0.39646218,0.483188281,0,2820,566.4583333,758.6492061,575548.618,0,0,0,1,0,0,0,0,1,574.4366197,121.21875,946.3076923,652,0,0,0,0,0,0,32,3879,39,36906,8192,149,31,20,910898.2857,1512815.502,3996281,100572,9978627.714,42204.28661,10000000,9892600,BENIGN
443,115806101,20,18,904,5894,474,0,45.2,111.1379418,2356,0,327.4444444,680.384599,58.70157048,0.328134698,3129894.622,4562482.415,10000000,4,116000000,6095057.947,4920103.013,10200000,4,112000000,6602492.471,4949367.35,10200000,50,0,0,0,0,412,504,0.172702473,0.155432225,0,2356,174.3076923,483.6878699,233953.9555,0,0,0,1,0,0,0,0,0,178.8947368,45.2,327.4444444,412,0,0,0,0,0,0,20,904,18,5894,8192,60,19,20,204775.0909,203550.5817,818503,143182,9999146.727,21517.29875,10000000,9936575,BENIGN
443,86,2,0,12,0,6,6,6,0,0,0,0,0,139534.8837,23255.81395,86,0,86,86,86,86,0,86,86,0,0,0,0,0,0,0,0,0,40,0,23255.81395,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,63866,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,24090,1,1,52,116,52,52,52,0,116,116,116,0,6973.84807,83.02200083,24090,0,24090,24090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,41.51100042,41.51100042,52,116,73.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,110,52,116,20,0,0,0,0,0,0,1,52,1,116,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,117379,1,1,55,342,55,55,55,0,342,342,342,0,3382.206357,17.03882296,117379,0,117379,117379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,8.519411479,8.519411479,55,342,150.6666667,165.6995273,27456.33333,0,0,0,0,0,0,0,0,1,226,55,342,32,0,0,0,0,0,0,1,55,1,342,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,60071,1,1,42,58,42,42,42,0,58,58,58,0,1664.696775,33.29393551,60071,0,60071,60071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,16.64696775,16.64696775,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71,42,58,32,0,0,0,0,0,0,1,42,1,58,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
443,113150701,36,36,6983,8351,570,6,193.9722222,269.6037819,684,6,231.9722222,324.1061983,135.5183827,0.636319522,1593671.845,3539797.702,9812431,1505,113000000,3232877.171,4514139.002,9812431,1771,113000000,3220574.6,4814904.124,10200000,1505,0,0,0,0,720,720,0.318159761,0.318159761,6,684,210.1369863,295.541608,87344.84209,0,0,0,0,1,0,0,0,1,213.0555556,193.9722222,231.9722222,720,0,0,0,0,0,0,36,6983,36,8351,64240,53270,35,20,445568.9091,8300.869623,452405,430041,9799731.182,4656.22716,9812431,9796846,BENIGN
53,30747,1,1,45,90,45,45,45,0,90,90,90,0,4390.672261,65.04699645,30747,0,30747,30747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,32.52349823,32.52349823,45,90,60,25.98076211,675,0,0,0,0,0,0,0,0,1,90,45,90,20,0,0,0,0,0,0,1,45,1,90,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
80,137,2,0,12,0,6,6,6,0,0,0,0,0,87591.24088,14598.54015,137,0,137,137,137,137,0,137,137,0,0,0,0,0,0,0,0,0,40,0,14598.54015,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,69106,1,1,52,180,52,52,52,0,180,180,180,0,3357.161462,28.94104709,69106,0,69106,69106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14.47052354,14.47052354,52,180,94.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,142,52,180,20,0,0,0,0,0,0,1,52,1,180,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
80,5572877,3,1,12,0,6,0,4,3.464101615,0,0,0,0,2.153286355,0.717762118,1857625.667,3204399.079,5557737,117,5572877,2786438.5,3919207.924,5557737,15140,0,0,0,0,0,0,0,0,0,72,32,0.538321589,0.17944053,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3,4,0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0,0,0,0,0,0,0,0,BENIGN
443,117457982,41,47,1390,60808,517,0,33.90243902,113.3255939,3063,0,1293.787234,1100.040907,529.5340422,0.749204086,1350091.747,3367462.467,10000000,3,117000000,2936449.55,4511611.461,10000000,3,112000000,2438475.826,4315059.919,10000000,174,0,0,0,0,1320,1512,0.349060994,0.400143091,0,3063,698.8539326,1019.303846,1038980.331,0,0,0,1,0,0,0,0,1,706.7954545,33.90243902,1293.787234,1320,0,0,0,0,0,0,41,1390,47,60808,29200,1006,5,32,163767.0833,486774.6073,1709484,23108,9624397.833,1373820.347,10000000,5262008,BENIGN
443,58915461,11,9,588,4236,208,0,53.45454545,74.92578146,1430,0,470.6666667,616.9497548,81.88003485,0.339469465,3100813.737,13400000,58300000,4,58900000,5891546.1,18400000,58300000,4,351214,43901.75,66917.75139,178494,48,0,0,0,0,232,192,0.186708206,0.152761259,0,1430,229.7142857,448.2291984,200909.4143,0,0,0,1,0,0,0,0,0,241.2,53.45454545,470.6666667,232,0,0,0,0,0,0,11,588,9,4236,8192,351,10,20,581277,0,581277,581277,58300000,0,58300000,58300000,BENIGN
17370,274,2,0,12,0,6,6,6,0,0,0,0,0,43795.62044,7299.270073,274,0,274,274,274,274,0,274,274,0,0,0,0,0,0,0,0,0,40,0,7299.270073,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,123,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,31059,4,2,132,222,33,33,33,0,111,111,111,0,11397.66251,193.1807206,6211.8,13685.23932,30692,2,30789,10263,17692.03298,30692,48,2,2,0,2,2,0,0,0,0,80,40,128.787147,64.39357352,33,111,55.28571429,38.06010284,1448.571429,0,0,0,0,0,0,0,0,0,64.5,33,111,80,0,0,0,0,0,0,4,132,2,222,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
443,5378760,10,7,354,4810,197,0,35.4,69.21335773,1448,0,687.1428571,659.4946117,960.0725818,3.160579762,336172.5,1124282.221,4533779,1,5378760,597640,1482244.063,4533779,3,537855,89642.5,138478.7406,271110,64,0,0,0,0,328,232,1.859164566,1.301415196,0,1448,286.8888889,513.8612641,264053.3987,0,0,0,1,0,0,0,0,0,303.7647059,35.4,687.1428571,328,0,0,0,0,0,0,10,354,7,4810,29200,939,3,32,0,0,0,0,0,0,0,0,BENIGN
443,5259029,5,2,129,92,46,0,25.8,21.79908255,46,46,46,0,42.0229666,1.331044191,876504.8333,2063476.984,5087585,3,5259029,1314757.25,2516164.958,5087585,3,119266,119266,0,119266,119266,1,0,0,0,112,40,0.950745851,0.38029834,0,46,33.375,19.51510404,380.8392857,0,1,0,0,1,0,0,0,0,38.14285714,25.8,46,112,0,0,0,0,0,0,5,129,2,92,258,127,3,20,154232,0,154232,154232,5087585,0,5087585,5087585,BENIGN
389,119528887,36,18,7254,5688,403,0,201.5,204.3582988,316,316,316,0,108.2750817,0.451773637,2255262.019,5517160.866,16500000,3,120000000,3415111.057,6517388.201,16500000,3,120000000,7031090.353,7953273.825,16500000,3,1,0,0,0,1152,576,0.301182425,0.150591212,0,403,242.6363636,174.5468592,30466.60606,0,1,0,0,1,0,0,0,0,247.1296296,201.5,316,1152,0,0,0,0,0,0,36,7254,18,5688,1317,2076,17,32,374.5,13.97957694,389,343,14900000,3084677.24,16500000,7411544,BENIGN
55336,1,2,0,20,0,14,6,10,5.656854249,0,0,0,0,20000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,40,0,2000000,0,6,14,11.33333333,4.618802154,21.33333333,0,1,0,0,1,0,0,0,0,17,10,0,40,0,0,0,0,0,0,2,20,0,0,229,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,47738,1,1,55,140,55,55,55,0,140,140,140,0,4084.796179,41.89534543,47738,0,47738,47738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,20.94767271,20.94767271,55,140,83.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,125,55,140,32,0,0,0,0,0,0,1,55,1,140,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,23908,1,1,46,357,46,46,46,0,357,357,357,0,16856.28242,83.65400703,23908,0,23908,23908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,41.82700351,41.82700351,46,357,149.6666667,179.5559337,32240.33333,0,0,0,0,0,0,0,0,1,224.5,46,357,20,0,0,0,0,0,0,1,46,1,357,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
80,5231814,2,2,0,0,0,0,0,0,0,0,0,0,0,0.764553174,1743938,2920556.655,5115641,75,116173,116173,0,116173,116173,5115716,5115716,0,5115716,5115716,0,0,0,0,72,72,0.382276587,0.382276587,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,72,0,0,0,0,0,0,2,0,2,0,29200,57,0,32,0,0,0,0,0,0,0,0,BENIGN
17541,7933,2,0,12,0,6,6,6,0,0,0,0,0,1512.6686,252.1114333,7933,0,7933,7933,7933,7933,0,7933,7933,0,0,0,0,0,0,0,0,0,40,0,252.1114333,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,373,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,60033736,6,4,216,1598,198,0,36,79.41788212,1592,0,399.5,795.0050314,30.21634369,0.166573008,6670415.111,20000000,60000000,4,60000000,12000000,26800000,60000000,70,24575,8191.666667,12752.61661,22914,568,0,0,0,0,144,104,0.099943805,0.066629203,0,1592,164.9090909,476.934682,227466.6909,0,0,0,1,0,0,0,0,0,181.4,36,399.5,144,0,0,0,0,0,0,6,216,4,1598,8192,946,4,20,0,0,0,0,0,0,0,0,BENIGN
443,60447850,13,12,980,3434,596,0,75.38461538,168.1158026,1615,2,286.1666667,589.1466608,73.02162112,0.413579639,2518660.417,4358036.304,10000000,82,60400000,5037320.833,5161059.879,10100000,258,60400000,5487574.909,5197883.939,10100000,217,0,0,0,0,272,244,0.215061412,0.198518227,0,1615,169.7692308,422.5824708,178575.9446,0,0,0,1,0,0,0,0,0,176.56,75.38461538,286.1666667,272,0,0,0,0,0,0,13,980,12,3434,8192,30992,12,20,167915.6667,204647.8487,585651,84145,9906677,151875.6502,10000000,9639674,BENIGN
465,1756874,17,24,1376,4520,362,0,80.94117647,88.22306288,1418,0,188.3333333,408.5082796,3355.960644,23.33690407,43921.85,120284.4236,754412,7,1706752,106672,195233.898,804397,237,1707399,74234.73913,152831.0267,754412,47,0,0,0,0,552,776,9.676277297,13.66062677,0,1418,140.3809524,316.1392833,99944.04646,0,0,0,1,0,0,0,0,1,143.804878,80.94117647,188.3333333,552,0,0,0,0,0,0,17,1376,24,4520,29200,175,12,32,0,0,0,0,0,0,0,0,BENIGN
44896,52094,2,0,0,0,0,0,0,0,0,0,0,0,0,38.39213729,52094,0,52094,52094,52094,52094,0,52094,52094,0,0,0,0,0,0,0,0,0,64,0,38.39213729,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,114,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
36163,4,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,7750000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,64,0,500000,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,290,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
123,24032,1,1,48,48,48,48,48,0,48,48,48,0,3994.673768,83.22237017,24032,0,24032,24032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,41.61118509,41.61118509,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
443,4031732,5,1,135,46,46,6,27,20.1246118,46,46,46,0,44.89385703,1.488194156,806346.4,1750739.566,3937863,49,4031732,1007933,1953782.117,3937863,49,0,0,0,0,0,1,0,0,0,100,20,1.240161796,0.248032359,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27,46,100,0,0,0,0,0,0,5,135,1,46,254,368,4,20,0,0,0,0,0,0,0,0,BENIGN
53,46529,1,1,42,233,42,42,42,0,233,233,233,0,5910.292506,42.9839455,46529,0,46529,46529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,21.49197275,21.49197275,42,233,105.6666667,110.2739014,12160.33333,0,0,0,0,0,0,0,0,1,158.5,42,233,20,0,0,0,0,0,0,1,42,1,233,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,177,2,2,102,158,51,51,51,0,79,79,79,0,1468926.554,22598.87006,59,60.62177826,124,4,4,4,0,4,4,49,49,0,49,49,0,0,0,0,64,64,11299.43503,11299.43503,51,79,62.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,77.75,51,79,64,0,0,0,0,0,0,2,102,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,49927,1,1,43,71,43,43,43,0,71,71,71,0,2283.333667,40.05848539,49927,0,49927,49927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20.02924269,20.02924269,43,71,52.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,78.5,43,71,20,0,0,0,0,0,0,1,43,1,71,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,209,2,2,80,112,40,40,40,0,56,56,56,0,918660.2871,19138.75598,69.66666667,35.79571669,111,49,49,49,0,49,49,49,49,0,49,49,0,0,0,0,64,64,9569.37799,9569.37799,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58,40,56,64,0,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
443,4267354,5,1,135,46,46,6,27,20.1246118,46,46,46,0,42.4150422,1.406023498,853470.8,1864877.165,4189247,49,4267354,1066838.5,2081928.488,4189247,49,0,0,0,0,0,1,0,0,0,100,20,1.171686249,0.23433725,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27,46,100,0,0,0,0,0,0,5,135,1,46,253,118,4,20,0,0,0,0,0,0,0,0,BENIGN
53,51060,1,1,55,71,55,55,55,0,71,71,71,0,2467.685076,39.16960439,51060,0,51060,51060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,19.58480219,19.58480219,55,71,60.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,90.5,55,71,32,0,0,0,0,0,0,1,55,1,71,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
