lat,lng,desc,zip,title,timeStamp,twp,addr,e
40.2513703,-75.4657098,PERKIOMEN AVE & 3RD ST;  SCHWENKSVILLE; Station 308C; 2018-01-15 @ 12:34:16;,19473,EMS: RESPIRATORY EMERGENCY,2018-01-15 12:34:16,SCHWENKSVILLE,PERKIOMEN AVE & 3RD ST,1
40.2582531,-75.2482301,BETHLEHEM PIKE & TAYLOR RD;  MONTGOMERY; Station 345; 2018-01-15 @ 13:21:46;,19446,EMS: HEAD INJURY,2018-01-15 13:21:46,MONTGOMERY,BETHLEHEM PIKE & TAYLOR RD,1
40.1652088,-75.2071308,SUSQUEHANNA RD & E BUTLER PIKE; UPPER DUBLIN; 2018-01-15 @ 14:28:29;,19002,Traffic: HAZARDOUS ROAD CONDITIONS -,2018-01-15 14:28:29,UPPER DUBLIN,SUSQUEHANNA RD & E BUTLER PIKE,1
40.0978825,-75.0889357,LINTON RD & JUNE RD;  ABINGTON; Station 382; 2018-01-15 @ 15:25:43;,19006,EMS: GENERAL WEAKNESS,2018-01-15 15:25:43,ABINGTON,LINTON RD & JUNE RD,1
40.0375675,-75.2539423,HOLLOW RD & HOLLOW COVE RD; LOWER MERION; 2018-01-15 @ 16:13:27;,19072,Traffic: VEHICLE ACCIDENT -,2018-01-15 16:13:27,LOWER MERION,HOLLOW RD & HOLLOW COVE RD,1
40.2219657,-75.4140251,WENDY WAY & MICHELE AVE;  SKIPPACK; Station 336; 2018-01-15 @ 17:21:18;,19473,EMS: FALL VICTIM,2018-01-15 17:21:18,SKIPPACK,WENDY WAY & MICHELE AVE,1
40.1279830,-75.1303430,EASTON RD & WOODLAND RD;  ABINGTON; Station 381; 2018-01-15 @ 18:02:21;,19001,EMS: SUBJECT IN PAIN,2018-01-15 18:02:21,ABINGTON,EASTON RD & WOODLAND RD,1
40.2170174,-75.2750804,WALNUT ST & S 8TH ST; NORTH WALES; 2018-01-15 @ 19:53:11;,19454,Traffic: DISABLED VEHICLE -,2018-01-15 19:53:11,NORTH WALES,WALNUT ST & S 8TH ST,1
40.0984072,-75.3512535,CROOKED LN & BUSH ST;  UPPER MERION; Station 317; 2018-01-15 @ 21:17:42;,19406,EMS: RESPIRATORY EMERGENCY,2018-01-15 21:17:42,UPPER MERION,CROOKED LN & BUSH ST,1
40.1002389,-75.2049024,PRESTON RD; SPRINGFIELD; 2018-01-15 @ 22:36:38-Station:STA6;,,Fire: WOODS/FIELD FIRE,2018-01-15 22:36:38,SPRINGFIELD,PRESTON RD,1
40.1447653,-75.1896280,PINETOWN RD; UPPER DUBLIN; 2018-01-16 @ 01:13:56-Station:STA88;,19034,Fire: WOODS/FIELD FIRE,2018-01-16 01:13:56,UPPER DUBLIN,PINETOWN RD,1
40.3754257,-75.5160235,RT663 & NORTHGATE BLVD; UPPER HANOVER; 2018-01-16 @ 06:08:01;,,Traffic: ROAD OBSTRUCTION -,2018-01-16 06:08:01,UPPER HANOVER,RT663 & NORTHGATE BLVD,1
40.1875626,-75.1264727,MEETINGHOUSE RD & ARUNDEL AVE;  HORSHAM; Station 352; 2018-01-16 @ 07:46:59;,19044,EMS: UNKNOWN MEDICAL EMERGENCY,2018-01-16 07:46:59,HORSHAM,MEETINGHOUSE RD & ARUNDEL AVE,1
40.2346744,-75.4466334,SCENIC VIEW DR & CREEKWOOD DR; SKIPPACK; 2018-01-16 @ 08:42:09-Station:STA86;,19473,Fire: FIRE SPECIAL SERVICE,2018-01-16 08:42:09,SKIPPACK,SCENIC VIEW DR & CREEKWOOD DR,1
40.2594486,-75.4703849,GAME FARM RD & SMITH RD; LOWER FREDERICK; 2018-01-16 @ 10:20:07;,19473,Traffic: HAZARDOUS ROAD CONDITIONS -,2018-01-16 10:20:07,LOWER FREDERICK,GAME FARM RD & SMITH RD,1
40.1078983,-75.3204314,RIDGE PIKE & LUCETTA ST; PLYMOUTH; 2018-01-16 @ 11:10:52;,19462,Traffic: VEHICLE ACCIDENT -,2018-01-16 11:10:52,PLYMOUTH,RIDGE PIKE & LUCETTA ST,1
40.2355078,-75.5905277,LINFIELD RD & S SANATOGA RD;  LOWER POTTSGROVE; Station 329; 2018-01-16 @ 12:26:04;,19464,EMS: VEHICLE ACCIDENT,2018-01-16 12:26:04,LOWER POTTSGROVE,LINFIELD RD & S SANATOGA RD,1
40.0821662,-75.1272088,OLD YORK RD & FOXCROFT RD;  CHELTENHAM; Station 358; 2018-01-16 @ 14:03:42;,19027,EMS: CARDIAC EMERGENCY,2018-01-16 14:03:42,CHELTENHAM,OLD YORK RD & FOXCROFT RD,1
40.1303903,-75.3269531,JOSEPH DR & POWELL ST; NORRISTOWN; 2018-01-16 @ 15:10:51-Station:STA27;,19401,Fire: FIRE ALARM,2018-01-16 15:10:51,NORRISTOWN,JOSEPH DR & POWELL ST,1
40.2290075,-75.3878525,JOHN FRIES HWY & NE EXTENSION UNDERPASS;  BUCKS COUNTY; Station EMS; 2018-01-16 @ 16:24:14;,,EMS: SEIZURES,2018-01-16 16:24:14,BUCKS COUNTY,JOHN FRIES HWY & NE EXTENSION UNDERPASS,1
40.2773440,-75.2713442,LINE LEXINGTON RD & CLYMER RD; HATFIELD TOWNSHIP; 2018-01-16 @ 17:35:57;,19440,Traffic: DISABLED VEHICLE -,2018-01-16 17:35:57,HATFIELD TOWNSHIP,LINE LEXINGTON RD & CLYMER RD,1
40.2480571,-75.6375912,BEECH ST & N ADAMS ST;  POTTSTOWN; Station 329; 2018-01-16 @ 18:08:03;,19464,EMS: VEHICLE ACCIDENT,2018-01-16 18:08:03,POTTSTOWN,BEECH ST & N ADAMS ST,1
40.2219657,-75.4140251,WENDY WAY & MICHELE AVE;  SKIPPACK; Station 336; 2018-01-16 @ 19:03:28;,19473,EMS: FALL VICTIM,2018-01-16 19:03:28,SKIPPACK,WENDY WAY & MICHELE AVE,1
40.1558109,-75.4854115,S COLLEGEVILLE RD & BLACK ROCK RD; UPPER PROVIDENCE; 2018-01-16 @ 20:52:37;,19460,Traffic: ROAD OBSTRUCTION -,2018-01-16 20:52:37,UPPER PROVIDENCE,S COLLEGEVILLE RD & BLACK ROCK RD,1
40.2007702,-75.3460505,EXTENSION PENNSYLVANIA TPKE & BETHEL RD OVERPASS;  WORCESTER; Station 344; 2018-01-16 @ 23:21:00;,19446,EMS: VEHICLE ACCIDENT,2018-01-16 23:21:00,WORCESTER,EXTENSION PENNSYLVANIA TPKE & BETHEL RD OVERPASS,1
40.1653564,-75.2187019,BETHLEHEM PIKE & TENNIS AVE;  AMBLER; Station 351; 2018-01-17 @ 01:45:20;,19002,EMS: NAUSEA/VOMITING,2018-01-17 01:45:20,AMBLER,BETHLEHEM PIKE & TENNIS AVE,1
40.1208069,-75.3308999,FORNANCE ST & WALNUT ST;  NORRISTOWN; Station 308A; 2018-01-17 @ 03:53:33;,19401,EMS: RESPIRATORY EMERGENCY,2018-01-17 03:53:33,NORRISTOWN,FORNANCE ST & WALNUT ST,1
40.1821003,-75.2177447,NORRISTOWN RD & RADCLIFF LN;  LOWER GWYNEDD; Station 351; 2018-01-17 @ 06:27:02;,19002,EMS: CARDIAC EMERGENCY,2018-01-17 06:27:02,LOWER GWYNEDD,NORRISTOWN RD & RADCLIFF LN,1
40.0838062,-75.0945787,BURKE ST & DALEY ST;  ROCKLEDGE; Station 382; 2018-01-17 @ 07:59:10;,19046,EMS: SEIZURES,2018-01-17 07:59:10,ROCKLEDGE,BURKE ST & DALEY ST,1
40.2355078,-75.5905277,LINFIELD RD & S SANATOGA RD;  LOWER POTTSGROVE; Station 329; 2018-01-17 @ 09:01:09;,19464,EMS: VEHICLE ACCIDENT,2018-01-17 09:01:09,LOWER POTTSGROVE,LINFIELD RD & S SANATOGA RD,1
40.1596456,-75.2102152,DOUGLASS ST & MEADOWBROOK AVE;  UPPER DUBLIN; Station 351; 2018-01-17 @ 10:02:59;,19002,EMS: FALL VICTIM,2018-01-17 10:02:59,UPPER DUBLIN,DOUGLASS ST & MEADOWBROOK AVE,1
40.2319919,-75.5247242,RIDGE PIKE & SWAMP PIKE; LIMERICK; 2018-01-17 @ 11:49:24;,19468,Traffic: DISABLED VEHICLE -,2018-01-17 11:49:24,LIMERICK,RIDGE PIKE & SWAMP PIKE,1
40.0249667,-75.2829046,SCHUYLKILL EXPY & BELMONT AVE UNDERPASS; LOWER MERION; 2018-01-17 @ 12:59:56;,,Traffic: VEHICLE ACCIDENT -,2018-01-17 12:59:56,LOWER MERION,SCHUYLKILL EXPY & BELMONT AVE UNDERPASS,1
40.1133644,-75.1994470,BURTON RD & FILBERT RD;  SPRINGFIELD; Station 311; 2018-01-17 @ 14:17:01;,19075,EMS: HEAD INJURY,2018-01-17 14:17:01,SPRINGFIELD,BURTON RD & FILBERT RD,1
40.1216723,-75.3319445,E FORNANCE ST & ARCH ST; NORRISTOWN; 2018-01-17 @ 16:07:39;,19401,Traffic: DISABLED VEHICLE -,2018-01-17 16:07:39,NORRISTOWN,E FORNANCE ST & ARCH ST,1
40.0200663,-75.3189124,S BRYN MAWR AVE & SUMMIT GROVE AVE; LOWER MERION; 2018-01-17 @ 17:18:39;,19010,Traffic: VEHICLE ACCIDENT -,2018-01-17 17:18:39,LOWER MERION,S BRYN MAWR AVE & SUMMIT GROVE AVE,1
40.1251671,-75.0629091,HUNTINGDON PIKE & RED LION RD; LOWER MORELAND; 2018-01-17 @ 18:03:48;,19006,Traffic: VEHICLE ACCIDENT -,2018-01-17 18:03:48,LOWER MORELAND,HUNTINGDON PIKE & RED LION RD,1
40.1486227,-75.3076232,E TOWNSHIP LINE RD & DEKALB PIKE; EAST NORRITON; 2018-01-17 @ 19:27:58;,19422,Traffic: VEHICLE ACCIDENT -,2018-01-17 19:27:58,EAST NORRITON,E TOWNSHIP LINE RD & DEKALB PIKE,1
40.0296652,-75.3242811,AIRDALE RD & W MONTGOMERY AVE; LOWER MERION; 2018-01-17 @ 20:55:25;,19010,Traffic: VEHICLE ACCIDENT -,2018-01-17 20:55:25,LOWER MERION,AIRDALE RD & W MONTGOMERY AVE,1
40.2427591,-75.4379670,SKIPPACK PIKE & CROSS RD; SKIPPACK; 2018-01-17 @ 22:18:16;,19473,Traffic: VEHICLE ACCIDENT -,2018-01-17 22:18:16,SKIPPACK,SKIPPACK PIKE & CROSS RD,1
40.0738876,-75.3062628,FAYETTE ST & E 1ST AVE;  CONSHOHOCKEN; Station 313A; 2018-01-18 @ 01:56:00;,19428,EMS: RESPIRATORY EMERGENCY,2018-01-18 01:56:00,CONSHOHOCKEN,FAYETTE ST & E 1ST AVE,1
40.1283020,-75.3073089,WOODBROOK LN & BELVOIR RD;  PLYMOUTH; Station 308; 2018-01-18 @ 06:02:15;,19462,EMS: BACK PAINS/INJURY,2018-01-18 06:02:15,PLYMOUTH,WOODBROOK LN & BELVOIR RD,1
40.0154287,-75.3001701,OLD LANCASTER RD & W MONTGOMERY AVE; LOWER MERION; 2018-01-18 @ 07:45:33-Station:STA25;,19041,Fire: RESCUE - ELEVATOR,2018-01-18 07:45:33,LOWER MERION,OLD LANCASTER RD & W MONTGOMERY AVE,1
40.1082672,-75.3062326,BLUEROUTE  & NE EXTENSION PENNSYLVANIA TPKE SB; PLYMOUTH; 2018-01-18 @ 08:38:14;,,Traffic: VEHICLE ACCIDENT -,2018-01-18 08:38:14,PLYMOUTH,BLUEROUTE  & NE EXTENSION PENNSYLVANIA TPKE SB,1
40.2676789,-75.2971950,ELM ST & WERNER RD;  HATFIELD TOWNSHIP; Station 345; 2018-01-18 @ 09:30:46;,19440,EMS: FALL VICTIM,2018-01-18 09:30:46,HATFIELD TOWNSHIP,ELM ST & WERNER RD,1
40.1367163,-75.1661474,JENNIFER DR & S LIMEKILN PIKE;  UPPER DUBLIN; Station 383; 2018-01-18 @ 11:03:29;,19034,EMS: SEIZURES,2018-01-18 11:03:29,UPPER DUBLIN,JENNIFER DR & S LIMEKILN PIKE,1
40.0819550,-75.1891790,WILLOW GROVE AVE & TRAYMORE AVE;  SPRINGFIELD; Station 311; 2018-01-18 @ 12:14:20;,19038,EMS: HEAD INJURY,2018-01-18 12:14:20,SPRINGFIELD,WILLOW GROVE AVE & TRAYMORE AVE,1
40.2070553,-75.3179522,MORRIS RD & S BROAD ST; UPPER GWYNEDD; 2018-01-18 @ 12:45:05;,19446,Traffic: HAZARDOUS ROAD CONDITIONS -,2018-01-18 12:45:05,UPPER GWYNEDD,MORRIS RD & S BROAD ST,1
40.2491033,-75.2353669,THORNTON CT & INDEPENDENCE DR;  MONTGOMERY; Station 345A; 2018-01-18 @ 13:45:42;,19454,EMS: ALTERED MENTAL STATUS,2018-01-18 13:45:42,MONTGOMERY,THORNTON CT & INDEPENDENCE DR,1
40.2605317,-75.3995089,DANIELLE DR & DEAD END;  LOWER SALFORD; Station 344; 2018-01-18 @ 15:17:53;,,EMS: UNCONSCIOUS SUBJECT,2018-01-18 15:17:53,LOWER SALFORD,DANIELLE DR & DEAD END,1
40.2387237,-75.5785160,EVERGREEN RD & W LIGHTCAP RD;  LOWER POTTSGROVE; Station 329; 2018-01-18 @ 16:16:08;,19464,EMS: HEAD INJURY,2018-01-18 16:16:08,LOWER POTTSGROVE,EVERGREEN RD & W LIGHTCAP RD,1
40.1218989,-75.2886415,WALTON RD & W GERMANTOWN PIKE; PLYMOUTH; 2018-01-18 @ 17:33:14;,19462,Traffic: VEHICLE ACCIDENT -,2018-01-18 17:33:14,PLYMOUTH,WALTON RD & W GERMANTOWN PIKE,1
40.0944960,-75.1159155,MEETINGHOUSE RD & FOX CHASE RD; ABINGTON; 2018-01-18 @ 18:23:27;,19046,Traffic: HAZARDOUS ROAD CONDITIONS -,2018-01-18 18:23:27,ABINGTON,MEETINGHOUSE RD & FOX CHASE RD,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2018-01-18 @ 19:28:01;,19403,EMS: FALL VICTIM,2018-01-18 19:28:01,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2018-01-18 @ 20:45:45;,19403,EMS: FALL VICTIM,2018-01-18 20:45:45,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
40.2354665,-75.6849803,SCHUYLKILL RD & CATFISH LN;  CHESTER COUNTY; Station 3A84; 2018-01-18 @ 22:49:40;,19465,EMS: RESPIRATORY EMERGENCY,2018-01-18 22:49:40,CHESTER COUNTY,SCHUYLKILL RD & CATFISH LN,1
40.2101267,-75.6222217,HARLEY RD & E CEDARVILLE RD;  CHESTER COUNTY; Station 3A84; 2018-01-19 @ 02:31:41;,19465,EMS: HEMORRHAGING,2018-01-19 02:31:41,CHESTER COUNTY,HARLEY RD & E CEDARVILLE RD,1
40.2037792,-75.2261999,JOHNSON LN & SLOAN WAY;  LOWER GWYNEDD; Station 351; 2018-01-19 @ 05:55:08;,19002,EMS: RESPIRATORY EMERGENCY,2018-01-19 05:55:08,LOWER GWYNEDD,JOHNSON LN & SLOAN WAY,1
40.0989083,-75.1327870,CHELTENA AVE & WALNUT ST;  JENKINTOWN; Station 382; 2018-01-19 @ 07:45:43;,19046,EMS: BACK PAINS/INJURY,2018-01-19 07:45:43,JENKINTOWN,CHELTENA AVE & WALNUT ST,1
40.1036125,-75.1255003,OLD YORK RD & RODMAN AVE; ABINGTON; 2018-01-19 @ 08:35:04-Station:STA100;,19046,Fire: GAS-ODOR/LEAK,2018-01-19 08:35:04,ABINGTON,OLD YORK RD & RODMAN AVE,1
40.2033843,-75.1711146,HORSHAM RD & WILLOWBROOK RD; HORSHAM; 2018-01-19 @ 09:43:16;,19044,Traffic: VEHICLE ACCIDENT -,2018-01-19 09:43:16,HORSHAM,HORSHAM RD & WILLOWBROOK RD,1
40.1437704,-75.0924943,TERWOOD RD & PIKE CIR; UPPER MORELAND; 2018-01-19 @ 11:04:11-Station:STA10;,19006,Fire: FIRE ALARM,2018-01-19 11:04:11,UPPER MORELAND,TERWOOD RD & PIKE CIR,1
40.1585699,-75.1802873,LIMEKILN PIKE & DILLON RD;  UPPER DUBLIN; Station 351; 2018-01-19 @ 12:13:39;,19002,EMS: CARDIAC EMERGENCY,2018-01-19 12:13:39,UPPER DUBLIN,LIMEKILN PIKE & DILLON RD,1
40.2605355,-75.3666079,MAIN ST & GODSHALL DR;  LOWER SALFORD; Station 344; 2018-01-19 @ 13:24:34;,19438,EMS: ALTERED MENTAL STATUS,2018-01-19 13:24:34,LOWER SALFORD,MAIN ST & GODSHALL DR,1
40.1990064,-75.3000584,LILAC CT & PRIMROSE DR;  UPPER GWYNEDD; Station 345B; 2018-01-19 @ 14:25:40;,19446,EMS: HEAD INJURY,2018-01-19 14:25:40,UPPER GWYNEDD,LILAC CT & PRIMROSE DR,1
40.1686130,-75.1264900,EASTON RD & SYCAMORE AVE;  UPPER MORELAND; Station 384; 2018-01-19 @ 15:34:05;,19090,EMS: DIZZINESS,2018-01-19 15:34:05,UPPER MORELAND,EASTON RD & SYCAMORE AVE,1
40.0890326,-75.2167989,PENNSYLVANIA TPKE & STENTON AVE UNDERPASS; WHITEMARSH; 2018-01-19 @ 16:06:35;,19038,Traffic: VEHICLE ACCIDENT -,2018-01-19 16:06:35,WHITEMARSH,PENNSYLVANIA TPKE & STENTON AVE UNDERPASS,1
40.2470749,-75.3054358,ALLENTOWN RD & WOODLAWN DR;  TOWAMENCIN; Station 345B; 2018-01-19 @ 17:34:10;,19446,EMS: FALL VICTIM,2018-01-19 17:34:10,TOWAMENCIN,ALLENTOWN RD & WOODLAWN DR,1
40.2449588,-75.2433330,BETHLEHEM PIKE & VILSMEIER RD; MONTGOMERY; 2018-01-19 @ 18:29:10;,19454,Traffic: VEHICLE ACCIDENT -,2018-01-19 18:29:10,MONTGOMERY,BETHLEHEM PIKE & VILSMEIER RD,1
40.0782759,-75.2498518,RIDGE PIKE & BARREN HILL RD; WHITEMARSH; 2018-01-19 @ 20:39:08;,19444,Traffic: DISABLED VEHICLE -,2018-01-19 20:39:08,WHITEMARSH,RIDGE PIKE & BARREN HILL RD,1
40.1391354,-75.3967738,CLEARFIELD AVE & BELMONT AVE;  LOWER PROVIDENCE; Station 322; 2018-01-19 @ 23:00:56;,19403,EMS: FALL VICTIM,2018-01-19 23:00:56,LOWER PROVIDENCE,CLEARFIELD AVE & BELMONT AVE,1
40.1391354,-75.3967738,CLEARFIELD AVE & BELMONT AVE;  LOWER PROVIDENCE; Station 322; 2018-01-20 @ 00:59:01;,19403,EMS: RESPIRATORY EMERGENCY,2018-01-20 00:59:01,LOWER PROVIDENCE,CLEARFIELD AVE & BELMONT AVE,1
40.1672234,-75.1324426,BLAIR MILL RD & CARRELL LN; UPPER MORELAND; 2018-01-20 @ 04:44:47-Station:STA10;,19044,Fire: FIRE ALARM,2018-01-20 04:44:47,UPPER MORELAND,BLAIR MILL RD & CARRELL LN,1
40.1742644,-75.4340436,RIDGE PIKE & FOX RD; LOWER PROVIDENCE; 2018-01-20 @ 08:52:59;,19426,Traffic: DISABLED VEHICLE -,2018-01-20 08:52:59,LOWER PROVIDENCE,RIDGE PIKE & FOX RD,1
40.0148980,-75.3047610,LANCASTER AVE & BOOTH LN;  LOWER MERION; Station 313; 2018-01-20 @ 10:40:06;,19041,EMS: SUBJECT IN PAIN,2018-01-20 10:40:06,LOWER MERION,LANCASTER AVE & BOOTH LN,1
40.2250992,-75.2076515,HORSHAM RD & GREEN TREE TAVERN RD;  HORSHAM; Station 352; 2018-01-20 @ 11:52:40;,19454,EMS: CARDIAC EMERGENCY,2018-01-20 11:52:40,HORSHAM,HORSHAM RD & GREEN TREE TAVERN RD,1
40.0958435,-75.2132252,BETHLEHEM PIKE & CHESNEY LN; SPRINGFIELD; 2018-01-20 @ 13:26:07;,19038,Traffic: VEHICLE ACCIDENT -,2018-01-20 13:26:07,SPRINGFIELD,BETHLEHEM PIKE & CHESNEY LN,1
40.1663037,-75.4202852,RIDGE PIKE & N GRANGE AVE; LOWER PROVIDENCE; 2018-01-20 @ 14:31:51;,19403,Traffic: VEHICLE ACCIDENT -,2018-01-20 14:31:51,LOWER PROVIDENCE,RIDGE PIKE & N GRANGE AVE,1
40.1090929,-75.2726447,PLYMOUTH RD & BUTLER PIKE; PLYMOUTH; 2018-01-20 @ 16:05:37;,19462,Traffic: VEHICLE ACCIDENT -,2018-01-20 16:05:37,PLYMOUTH,PLYMOUTH RD & BUTLER PIKE,1
40.1205492,-75.1136209,SHOEMAKER RD & AMBLER RD;  ABINGTON; Station 381; 2018-01-20 @ 17:15:02;,19001,EMS: RESPIRATORY EMERGENCY,2018-01-20 17:15:02,ABINGTON,SHOEMAKER RD & AMBLER RD,1
40.3273461,-75.6231191,PHILADELPHIA AVE & DOUGLASS ST; DOUGLASS; 2018-01-20 @ 17:57:48;,19512,Traffic: VEHICLE ACCIDENT -,2018-01-20 17:57:48,DOUGLASS,PHILADELPHIA AVE & DOUGLASS ST,1
40.0812601,-75.1370254,JOHN RUSSELL CIR & COMPOUND 28;  CHELTENHAM; Station 358; 2018-01-20 @ 19:03:09;,,EMS: UNKNOWN MEDICAL EMERGENCY,2018-01-20 19:03:09,CHELTENHAM,JOHN RUSSELL CIR & COMPOUND 28,1
40.1213415,-75.1336768,SUSQUEHANNA RD;  ABINGTON; Station 382; 2018-01-20 @ 20:08:48;,,EMS: VEHICLE ACCIDENT,2018-01-20 20:08:48,ABINGTON,SUSQUEHANNA RD,1
40.0912686,-75.1957844,PATTON RD & HULL DR;  SPRINGFIELD; Station 311; 2018-01-20 @ 22:25:46;,19038,EMS: CARDIAC EMERGENCY,2018-01-20 22:25:46,SPRINGFIELD,PATTON RD & HULL DR,1
40.1473993,-75.0307845,COUNTY LINE RD & BERTON RD;  LOWER MORELAND; Station 355; 2018-01-21 @ 00:42:12;,19006,EMS: HEAD INJURY,2018-01-21 00:42:12,LOWER MORELAND,COUNTY LINE RD & BERTON RD,1
40.1184098,-75.3563498,LAFAYETTE ST & ROBERTS ALY;  NORRISTOWN; Station 308A; 2018-01-21 @ 03:27:56;,19401,EMS: SUBJECT IN PAIN,2018-01-21 03:27:56,NORRISTOWN,LAFAYETTE ST & ROBERTS ALY,1
40.0823492,-75.1613157,LIMEKILN PIKE & GREENWOOD AVE; CHELTENHAM; 2018-01-21 @ 07:09:32;,19095,Traffic: ROAD OBSTRUCTION -,2018-01-21 07:09:32,CHELTENHAM,LIMEKILN PIKE & GREENWOOD AVE,1
40.1278527,-75.3514188,BEECH ST & BUTTONWOOD ST; NORRISTOWN; 2018-01-21 @ 09:31:49;,19401,Traffic: VEHICLE ACCIDENT -,2018-01-21 09:31:49,NORRISTOWN,BEECH ST & BUTTONWOOD ST,1
40.0819791,-75.0923917,BURKE ST & S CENTRAL AVE;  ROCKLEDGE; Station 382; 2018-01-21 @ 11:15:40;,19046,EMS: HEAD INJURY,2018-01-21 11:15:40,ROCKLEDGE,BURKE ST & S CENTRAL AVE,1
40.1198577,-75.3404954,JACOBY ST & CHURCH ST;  NORRISTOWN; Station 308A; 2018-01-21 @ 12:45:28;,19401,EMS: RESPIRATORY EMERGENCY,2018-01-21 12:45:28,NORRISTOWN,JACOBY ST & CHURCH ST,1
40.0855923,-75.3912204,GULPH RD & KIRK AVE;  UPPER MERION; Station 317; 2018-01-21 @ 14:02:51;,19406,EMS: ABDOMINAL PAINS,2018-01-21 14:02:51,UPPER MERION,GULPH RD & KIRK AVE,1
40.1028098,-75.3295202,RAMP I76 TO RT422  & RAMP I76 TO SWEDESFORD RD; UPPER MERION; 2018-01-21 @ 14:55:04;,19405,Traffic: VEHICLE ACCIDENT -,2018-01-21 14:55:04,UPPER MERION,RAMP I76 TO RT422  & RAMP I76 TO SWEDESFORD RD,1
40.0730140,-75.1316260,OLD YORK RD & SPRING AVE;  CHELTENHAM; Station 358; 2018-01-21 @ 16:48:58;,19027,EMS: CARDIAC EMERGENCY,2018-01-21 16:48:58,CHELTENHAM,OLD YORK RD & SPRING AVE,1
40.2118999,-75.4948307,RIDGE PIKE & KLINE RD; UPPER PROVIDENCE; 2018-01-21 @ 18:18:30;,19468,Traffic: VEHICLE ACCIDENT -,2018-01-21 18:18:30,UPPER PROVIDENCE,RIDGE PIKE & KLINE RD,1
40.1046836,-75.3713059,CINNAMON HILL RD & N HENDERSON RD;  UPPER MERION; Station 317; 2018-01-21 @ 20:41:42;,19406,EMS: DIABETIC EMERGENCY,2018-01-21 20:41:42,UPPER MERION,CINNAMON HILL RD & N HENDERSON RD,1
40.1291121,-75.3721583,WHITEHALL RD & W MAIN ST;  WEST NORRITON; Station 308B; 2018-01-21 @ 23:09:54;,19403,EMS: VEHICLE ACCIDENT,2018-01-21 23:09:54,WEST NORRITON,WHITEHALL RD & W MAIN ST,1
40.2782357,-75.2723517,CLYMER RD & HOLLY DR;  HATFIELD TOWNSHIP; Station 345; 2018-01-22 @ 02:26:16;,19440,EMS: CARDIAC EMERGENCY,2018-01-22 02:26:16,HATFIELD TOWNSHIP,CLYMER RD & HOLLY DR,1
40.2054756,-75.3529714,SKIPPACK PIKE & MEADOWOOD DR;  WORCESTER; Station 336; 2018-01-22 @ 07:05:33;,19446,EMS: FALL VICTIM,2018-01-22 07:05:33,WORCESTER,SKIPPACK PIKE & MEADOWOOD DR,1
40.2445036,-75.2808201,5TH ST & N BROAD ST;  LANSDALE; Station 345; 2018-01-22 @ 08:47:03;,19446,EMS: HEMORRHAGING,2018-01-22 08:47:03,LANSDALE,5TH ST & N BROAD ST,1
40.1571580,-75.1223020,KNOCK N KNOLL CIR & EASTON RD;  UPPER MORELAND; Station 381; 2018-01-22 @ 09:50:42;,19090,EMS: DIABETIC EMERGENCY,2018-01-22 09:50:42,UPPER MORELAND,KNOCK N KNOLL CIR & EASTON RD,1
40.1772723,-75.1061958,E MORELAND AVE & S YORK RD; HATBORO; 2018-01-22 @ 11:08:23;,19040,Traffic: VEHICLE ACCIDENT -,2018-01-22 11:08:23,HATBORO,E MORELAND AVE & S YORK RD,1
40.2407157,-75.2890642,SUSQUEHANNA AVE & YORK AVE;  LANSDALE; Station 345B; 2018-01-22 @ 12:02:07;,19446,EMS: MEDICAL ALERT ALARM,2018-01-22 12:02:07,LANSDALE,SUSQUEHANNA AVE & YORK AVE,1
40.0099820,-75.2951552,GREENFIELD AVE & W LANCASTER AVE; LOWER MERION; 2018-01-22 @ 13:06:51;,19003,Traffic: DISABLED VEHICLE -,2018-01-22 13:06:51,LOWER MERION,GREENFIELD AVE & W LANCASTER AVE,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2018-01-22 @ 14:19:56;,19403,EMS: FALL VICTIM,2018-01-22 14:19:56,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
40.1558252,-75.3014943,DEKALB PIKE & SPRUCE ST; WHITPAIN; 2018-01-22 @ 15:24:50;,19422,Traffic: VEHICLE ACCIDENT -,2018-01-22 15:24:50,WHITPAIN,DEKALB PIKE & SPRUCE ST,1
40.0921595,-75.1878630,CHELTENHAM AVE; SPRINGFIELD; 2018-01-22 @ 16:37:35-Station:STA82;,19038,Fire: GAS-ODOR/LEAK,2018-01-22 16:37:35,SPRINGFIELD,CHELTENHAM AVE,1
40.1592553,-75.2192370,HENDRICKS ST & FOREST AVE; AMBLER; 2018-01-22 @ 17:59:15;,19002,Traffic: VEHICLE ACCIDENT -,2018-01-22 17:59:15,AMBLER,HENDRICKS ST & FOREST AVE,1
